Student_ID,CGPA,SSC_Marks,HSC_Marks,Internship_Count,Internship_Duration_Months,Projects,Workshops_Certifications,Extracurricular_Activities,Active_Backlogs,Placement_Training,Placement_Status
STU02504,7.56,79.25,80.78,0,0,1,1,4,1,Yes,0
STU02505,8.4,73.39,77.62,0,0,3,3,1,1,Yes,1
STU02506,8.06,82.25,92.5,0,0,1,4,2,1,No,0
STU02507,8.75,83.97,85.11,0,0,2,3,2,0,Yes,1
STU02508,7.41,74.22,73.63,0,0,1,4,3,1,Yes,1
STU02509,8.04,75.55,71.41,1,3,4,0,2,0,Yes,1
STU02510,6.65,66.74,65.89,0,0,0,2,1,2,No,0
STU02511,6.31,63.26,51.68,0,0,2,2,0,0,Yes,0
STU02512,8.96,94.93,80.43,1,1,5,1,4,0,No,1
STU02513,7.25,69.44,66.83,0,0,1,4,1,0,Yes,1
STU02514,7.93,74.42,86.07,0,0,1,3,1,0,Yes,0
STU02515,7.14,72.2,69.88,2,4,4,2,1,0,No,1
STU02516,6.33,68.09,49.21,2,4,5,3,1,0,No,1
STU02517,7.01,68.49,61.89,0,0,2,2,1,0,Yes,0
STU02518,8.65,89.25,91.99,1,2,2,1,0,0,No,1
STU02519,7.64,75.92,72.91,0,0,1,1,2,1,No,0
STU02520,5.03,43.99,47.37,1,2,2,4,4,0,Yes,0
STU02521,6.75,67.82,65.7,0,0,0,2,5,0,Yes,0
STU02522,9.05,87.61,64.74,1,3,1,1,3,1,No,0
STU02523,6.75,66.34,68.5,1,3,2,3,2,0,No,0
STU02524,4.93,49.68,38.52,0,0,2,3,1,0,No,0
STU02525,9.18,90.74,83.49,2,3,3,3,1,0,Yes,1
STU02526,7.78,82.48,85.36,1,2,3,3,4,0,Yes,1
STU02527,6.92,61.4,72.2,0,0,3,2,2,0,No,0
STU02528,6.57,55.6,61.04,2,6,0,2,4,0,No,1
STU02529,8.24,83.44,85.07,0,0,1,6,1,0,Yes,1
STU02530,6.38,58.21,61.18,0,0,2,5,4,0,Yes,0
STU02531,8.32,81.24,89.95,0,0,3,1,2,0,No,0
STU02532,7.62,78.5,83.4,2,5,2,0,1,0,No,1
STU02533,7.28,77.68,69.87,3,9,2,1,3,0,No,1
STU02534,7.17,77.57,63.02,1,3,2,5,1,0,Yes,1
STU02535,6.8,73.15,60.15,2,5,2,1,3,0,Yes,1
STU02536,8.2,75.42,81.08,1,1,4,1,1,0,Yes,1
STU02537,6.0,46.79,50.44,0,0,2,3,0,0,No,0
STU02538,5.13,45.7,38.36,1,2,5,4,0,1,Yes,1
STU02539,7.71,78.7,77.84,1,1,1,2,1,0,Yes,0
STU02540,7.73,77.0,66.03,0,0,3,0,1,0,Yes,1
STU02541,7.55,72.85,73.67,1,2,1,0,1,0,No,1
STU02542,7.47,73.11,72.83,0,0,0,1,0,0,No,0
STU02543,6.63,64.88,59.67,0,0,0,2,2,0,No,0
STU02544,7.91,72.57,82.65,1,1,2,3,2,0,Yes,0
STU02545,6.95,81.09,68.34,1,2,1,4,2,0,Yes,0
STU02546,6.44,59.29,69.5,0,0,1,0,2,0,No,1
STU02547,6.64,68.43,56.02,0,0,2,0,2,1,No,0
STU02548,9.32,85.54,87.69,1,3,2,0,3,0,No,1
STU02549,5.0,50.34,45.18,0,0,1,3,3,0,Yes,0
STU02550,7.57,77.05,74.46,0,0,2,7,3,0,Yes,1
STU02551,5.07,52.3,36.57,1,2,0,3,5,0,Yes,0
STU02552,6.88,64.64,55.73,1,1,4,0,2,0,No,0
STU02553,6.5,69.39,57.12,1,1,6,3,1,0,Yes,1
STU02554,4.6,36.89,35.0,0,0,1,2,0,0,No,0
STU02555,7.45,80.31,69.6,2,6,6,1,2,1,Yes,1
STU02556,6.56,61.65,54.05,2,5,1,2,0,0,No,1
STU02557,4.59,39.71,41.03,2,3,1,2,1,0,No,0
STU02558,7.97,92.89,84.97,0,0,1,3,1,0,Yes,0
STU02559,8.65,97.62,77.05,0,0,1,3,1,0,Yes,0
STU02560,8.71,74.44,89.1,1,2,3,1,1,0,No,1
STU02561,7.41,75.17,67.68,0,0,1,3,2,0,Yes,1
STU02562,7.05,72.98,63.06,0,0,2,4,1,0,No,1
STU02563,8.53,88.45,85.6,1,1,4,2,2,1,No,1
STU02564,8.93,96.93,83.19,2,6,3,6,2,1,Yes,0
STU02565,8.3,92.1,75.9,1,1,0,4,2,3,Yes,1
STU02566,5.92,54.52,47.71,0,0,3,3,2,0,Yes,0
STU02567,7.23,85.1,57.78,0,0,0,3,1,0,Yes,0
STU02568,7.51,81.1,74.77,0,0,2,3,4,0,Yes,1
STU02569,4.92,44.49,35.0,0,0,1,1,1,0,No,0
STU02570,7.54,72.66,78.3,0,0,3,1,2,1,No,1
STU02571,9.61,96.92,90.15,0,0,0,1,2,0,No,0
STU02572,7.74,73.82,85.18,0,0,2,3,4,0,No,1
STU02573,8.69,84.3,96.86,0,0,3,4,3,1,Yes,1
STU02574,7.21,69.68,73.73,2,3,2,3,2,0,No,1
STU02575,6.92,68.58,59.69,1,1,5,4,2,0,Yes,1
STU02576,7.44,73.31,84.5,2,6,4,5,1,2,Yes,1
STU02577,6.06,46.48,44.22,1,2,2,3,2,0,No,0
STU02578,5.89,59.68,38.29,1,1,4,4,2,0,Yes,1
STU02579,8.46,82.92,93.46,1,3,4,1,2,2,No,0
STU02580,8.58,98.19,86.68,1,1,1,1,1,1,Yes,1
STU02581,5.86,54.19,38.11,0,0,2,5,2,0,Yes,0
STU02582,8.11,90.12,71.39,1,3,1,2,2,0,No,1
STU02583,6.9,70.05,66.57,0,0,0,4,2,0,Yes,1
STU02584,7.39,81.7,65.59,2,3,5,5,2,2,Yes,1
STU02585,7.53,79.24,68.46,0,0,1,3,2,0,No,1
STU02586,8.14,84.2,91.58,0,0,3,1,2,0,Yes,0
STU02587,7.1,75.96,79.29,1,3,7,0,2,1,No,0
STU02588,8.62,100.0,84.22,0,0,2,1,4,0,Yes,1
STU02589,7.36,71.68,69.4,3,10,5,2,1,0,Yes,1
STU02590,7.72,83.13,80.77,1,3,1,3,4,0,Yes,0
STU02591,6.04,54.08,47.74,1,2,4,2,1,0,Yes,1
STU02592,9.48,92.34,72.92,0,0,0,6,3,0,Yes,0
STU02593,7.54,76.24,56.41,1,3,3,3,3,0,Yes,1
STU02594,7.82,66.56,76.06,0,0,0,1,2,0,No,0
STU02595,5.15,46.3,49.79,0,0,2,0,2,0,No,0
STU02596,6.05,60.26,51.36,1,3,5,2,1,0,No,1
STU02597,8.42,80.54,86.99,0,0,1,1,1,0,No,1
STU02598,7.33,78.45,75.38,1,1,5,1,1,0,No,1
STU02599,4.8,47.31,51.53,1,3,2,4,3,0,Yes,0
STU02600,8.19,82.09,81.36,2,3,4,1,2,0,Yes,1
STU02601,6.37,63.72,56.94,1,1,2,1,1,0,No,1
STU02602,8.62,90.44,83.13,0,0,1,0,3,1,No,0
STU02603,6.9,68.77,61.69,2,6,5,1,2,0,No,1
STU02604,7.24,77.61,59.08,1,3,4,1,3,0,No,1
STU02605,8.36,85.85,88.66,0,0,2,0,3,0,No,1
STU02606,5.97,43.56,48.12,1,3,3,2,1,0,Yes,0
STU02607,5.86,50.09,46.71,1,2,7,3,4,0,Yes,1
STU02608,6.77,53.39,57.97,0,0,4,1,1,0,No,0
STU02609,7.95,84.97,69.98,2,4,6,1,3,2,Yes,1
STU02610,5.47,54.63,45.74,2,5,3,1,5,1,No,0
STU02611,5.08,52.84,47.29,1,1,2,0,1,0,No,0
STU02612,7.95,83.93,73.76,0,0,2,2,2,0,Yes,0
STU02613,6.31,63.15,60.57,0,0,0,3,3,0,Yes,1
STU02614,6.55,51.28,55.53,1,2,3,2,1,0,No,0
STU02615,4.86,45.76,35.0,0,0,1,1,3,0,No,0
STU02616,6.22,47.74,61.47,0,0,2,1,5,0,Yes,0
STU02617,6.99,65.55,65.89,1,1,2,1,1,0,Yes,1
STU02618,8.07,91.86,84.34,1,1,3,0,3,0,Yes,1
STU02619,6.11,61.53,57.29,0,0,4,2,1,0,Yes,1
STU02620,8.91,91.72,79.07,1,2,4,0,1,0,Yes,1
STU02621,6.21,55.08,50.04,0,0,0,1,1,1,No,0
STU02622,6.21,50.22,59.38,1,2,3,2,2,0,Yes,0
STU02623,8.77,88.24,95.13,1,2,2,2,5,1,Yes,1
STU02624,7.24,78.32,69.03,0,0,5,3,2,0,Yes,1
STU02625,6.37,60.61,51.39,2,6,3,0,2,0,No,0
STU02626,6.82,55.55,72.16,2,4,3,1,2,0,No,1
STU02627,8.56,86.59,79.21,2,3,3,0,2,0,No,1
STU02628,8.69,75.23,85.68,0,0,3,2,3,0,Yes,1
STU02629,6.06,59.18,48.78,2,4,2,4,2,0,Yes,1
STU02630,6.95,62.93,65.71,1,2,1,2,3,0,No,0
STU02631,7.1,62.17,60.83,0,0,0,2,2,0,No,0
STU02632,5.87,57.34,47.18,1,2,2,1,2,0,No,0
STU02633,6.94,70.18,60.06,2,3,5,4,2,0,Yes,1
STU02634,7.01,69.33,68.91,2,4,4,2,3,0,No,0
STU02635,8.31,97.45,82.28,0,0,0,3,1,0,Yes,1
STU02636,8.39,88.69,87.16,0,0,3,1,2,1,No,0
STU02637,6.62,57.92,53.84,1,2,2,1,1,0,No,1
STU02638,6.75,67.02,59.65,2,4,1,3,2,0,No,1
STU02639,7.76,77.17,79.64,3,12,7,0,2,0,No,1
STU02640,6.33,65.19,59.74,0,0,1,3,1,0,No,0
STU02641,7.68,79.56,66.2,0,0,0,0,1,1,No,0
STU02642,6.9,68.52,65.14,1,2,2,1,3,0,Yes,0
STU02643,5.89,43.98,44.75,0,0,1,1,1,1,Yes,0
STU02644,5.9,53.17,55.25,0,0,2,0,3,0,Yes,0
STU02645,8.66,86.25,94.76,1,2,2,1,0,1,Yes,1
STU02646,6.82,58.91,46.39,0,0,0,1,2,0,No,0
STU02647,8.89,86.35,80.74,2,5,5,5,3,0,Yes,1
STU02648,6.41,61.39,57.36,2,6,5,0,2,0,Yes,1
STU02649,7.33,72.98,69.98,0,0,1,1,4,0,No,1
STU02650,9.75,81.12,92.23,1,2,0,1,1,2,Yes,0
STU02651,5.78,49.99,49.1,1,3,5,0,1,0,No,0
STU02652,4.82,43.44,40.07,1,2,3,2,2,0,No,1
STU02653,8.48,86.67,76.39,2,6,4,3,2,0,No,1
STU02654,6.05,54.71,44.06,0,0,2,1,0,0,Yes,0
STU02655,6.98,64.99,60.0,3,9,5,0,3,1,No,1
STU02656,6.33,54.86,51.18,1,2,3,2,2,0,No,1
STU02657,7.31,73.02,71.92,0,0,2,2,1,0,Yes,1
STU02658,5.91,58.63,48.91,1,1,2,3,2,2,Yes,0
STU02659,6.79,66.23,57.66,1,1,2,2,2,2,Yes,0
STU02660,7.52,84.16,66.56,0,0,2,3,2,1,No,1
STU02661,5.84,58.99,44.97,2,4,2,1,3,0,Yes,0
STU02662,6.19,64.92,49.55,0,0,2,5,1,1,Yes,1
STU02663,6.6,69.72,54.02,0,0,3,7,1,0,Yes,1
STU02664,5.36,57.9,49.56,1,2,3,3,2,0,No,0
STU02665,6.51,53.33,65.45,2,4,3,2,1,2,No,0
STU02666,7.14,73.92,59.98,1,1,3,1,0,0,No,0
STU02667,6.54,67.95,64.35,1,1,2,2,2,0,Yes,1
STU02668,6.69,71.17,63.93,1,3,3,2,1,1,No,1
STU02669,6.98,62.85,65.56,1,3,3,1,4,0,Yes,1
STU02670,6.25,60.53,62.75,1,3,3,1,1,0,Yes,0
STU02671,7.79,79.7,75.22,0,0,1,0,2,0,No,1
STU02672,8.65,97.61,85.94,0,0,2,1,3,0,No,1
STU02673,6.47,51.19,57.26,2,3,2,3,1,0,Yes,1
STU02674,7.56,71.63,73.54,0,0,2,2,3,0,No,1
STU02675,6.72,52.53,63.15,2,5,5,7,2,1,Yes,0
STU02676,7.42,75.08,71.49,1,3,3,3,2,0,No,1
STU02677,8.8,100.0,87.07,0,0,1,2,1,0,No,1
STU02678,7.58,76.29,69.54,0,0,0,0,4,0,No,1
STU02679,4.96,47.34,39.91,0,0,0,3,1,1,Yes,0
STU02680,7.52,78.99,68.64,1,3,4,2,1,0,Yes,1
STU02681,8.42,84.38,79.89,0,0,1,2,1,2,No,1
STU02682,6.75,65.93,66.82,0,0,1,0,1,0,Yes,1
STU02683,8.14,85.16,77.04,2,3,3,1,1,1,No,0
STU02684,6.21,51.02,57.01,1,3,1,2,3,1,No,1
STU02685,5.29,47.59,46.74,0,0,3,1,3,0,Yes,0
STU02686,7.16,74.84,64.74,0,0,2,0,2,0,Yes,1
STU02687,4.98,52.39,51.67,1,3,1,7,2,0,Yes,0
STU02688,6.72,71.18,64.8,0,0,1,0,2,0,No,1
STU02689,8.48,87.53,82.53,0,0,3,3,1,0,Yes,0
STU02690,4.8,48.35,42.73,2,6,4,3,3,0,Yes,1
STU02691,5.53,54.17,47.23,1,3,7,1,1,0,No,1
STU02692,5.81,48.36,39.75,2,5,1,2,0,0,Yes,1
STU02693,6.93,62.81,58.68,1,3,1,1,3,0,No,0
STU02694,6.58,60.43,60.95,0,0,0,2,2,0,Yes,0
STU02695,8.61,78.61,73.76,1,2,1,4,2,0,Yes,0
STU02696,8.1,84.81,74.89,0,0,2,1,2,0,No,1
STU02697,7.57,82.68,71.03,0,0,2,4,2,0,Yes,1
STU02698,7.17,66.19,84.87,0,0,0,4,2,0,Yes,0
STU02699,7.45,77.3,75.74,2,6,7,2,0,0,No,1
STU02700,6.01,50.03,57.39,1,3,2,1,1,0,Yes,1
STU02701,7.99,75.31,73.57,2,4,3,0,3,0,Yes,1
STU02702,5.72,63.42,50.26,1,2,3,1,3,0,Yes,0
STU02703,7.96,75.1,67.56,0,0,0,2,2,0,No,1
STU02704,8.36,77.0,79.69,1,1,3,0,1,0,Yes,1
STU02705,7.24,72.93,71.68,0,0,2,1,1,1,No,1
STU02706,6.8,66.27,53.15,0,0,2,3,3,0,Yes,0
STU02707,7.46,78.83,74.19,0,0,4,0,2,0,No,0
STU02708,4.0,57.13,44.98,0,0,3,1,3,0,No,0
STU02709,7.35,68.51,66.55,1,1,3,2,3,0,No,0
STU02710,6.87,62.28,57.74,1,1,0,1,1,0,No,0
STU02711,6.94,76.59,59.65,1,3,3,1,2,0,No,1
STU02712,7.81,85.07,74.35,2,6,3,1,1,0,No,0
STU02713,6.91,71.23,61.53,0,0,1,6,2,0,Yes,0
STU02714,5.69,47.26,50.86,1,3,2,4,2,0,Yes,0
STU02715,6.84,72.01,59.05,0,0,0,1,2,0,No,0
STU02716,7.08,73.92,75.72,0,0,1,2,1,2,No,0
STU02717,7.13,71.09,76.53,2,5,5,2,2,1,No,0
STU02718,7.19,67.23,69.15,1,3,2,1,2,2,Yes,1
STU02719,8.2,83.89,78.19,1,3,0,0,1,0,No,0
STU02720,5.75,61.23,45.14,0,0,1,3,1,0,Yes,1
STU02721,7.2,64.4,69.87,2,4,3,2,1,0,Yes,0
STU02722,8.48,80.76,85.5,1,1,3,3,2,0,Yes,1
STU02723,5.01,43.13,42.69,0,0,0,2,2,0,Yes,1
STU02724,7.21,68.59,65.69,0,0,0,3,3,0,Yes,0
STU02725,6.33,57.48,56.7,1,1,5,3,2,0,No,1
STU02726,6.57,66.85,58.51,0,0,1,3,5,2,Yes,0
STU02727,5.96,56.09,46.89,0,0,2,0,2,0,No,1
STU02728,6.81,65.16,62.47,0,0,4,3,4,0,No,1
STU02729,9.12,90.13,81.84,0,0,1,2,2,2,No,1
STU02730,5.55,53.52,42.27,0,0,1,2,1,0,Yes,0
STU02731,5.65,40.45,47.51,1,2,1,1,3,1,Yes,0
STU02732,5.5,55.92,43.05,1,1,4,1,1,0,No,0
STU02733,8.99,83.06,80.62,0,0,0,2,2,0,No,1
STU02734,6.47,56.92,62.86,3,8,6,2,2,0,Yes,1
STU02735,6.97,69.43,62.03,0,0,0,3,2,0,Yes,0
STU02736,6.54,60.14,68.65,1,1,0,0,3,0,No,0
STU02737,5.91,55.81,53.65,1,3,4,1,3,0,No,0
STU02738,6.73,64.34,55.56,1,3,3,0,2,0,No,1
STU02739,9.83,87.93,93.62,0,0,1,1,2,0,No,0
STU02740,8.6,95.39,78.92,1,2,0,0,2,0,No,1
STU02741,6.02,58.15,62.74,1,1,1,2,3,0,Yes,0
STU02742,7.74,80.49,77.03,0,0,0,3,3,0,Yes,1
STU02743,6.04,58.29,54.39,0,0,1,3,2,0,No,0
STU02744,4.96,42.49,43.91,1,3,3,4,1,2,Yes,0
STU02745,8.17,96.1,81.64,0,0,2,8,1,2,Yes,0
STU02746,8.33,77.96,80.11,0,0,2,2,2,0,Yes,0
STU02747,8.2,84.0,74.77,0,0,1,5,1,0,Yes,1
STU02748,6.46,57.72,58.48,1,2,2,5,2,0,Yes,1
STU02749,6.81,62.89,67.98,1,1,3,1,3,0,No,1
STU02750,7.86,77.28,69.86,2,6,4,2,5,1,Yes,1
STU02751,7.45,70.02,80.89,1,3,4,2,2,0,Yes,1
STU02752,6.55,67.86,61.33,0,0,3,2,1,0,Yes,0
STU02753,5.14,40.23,41.83,0,0,3,2,0,0,Yes,0
STU02754,7.13,75.84,64.21,1,2,4,2,2,0,No,0
STU02755,8.24,87.56,91.85,0,0,2,1,1,0,Yes,1
STU02756,5.62,48.0,52.92,1,2,1,1,2,0,No,0
STU02757,7.73,81.76,82.4,1,2,2,1,0,2,No,0
STU02758,7.38,72.72,69.16,1,2,3,2,2,0,No,0
STU02759,7.86,73.4,80.34,0,0,0,2,0,0,No,1
STU02760,8.0,75.04,80.68,0,0,1,3,2,0,Yes,0
STU02761,6.2,59.95,51.97,1,1,6,2,5,1,Yes,0
STU02762,5.14,51.08,45.12,0,0,2,4,2,0,No,0
STU02763,6.39,59.93,62.14,0,0,1,6,2,0,Yes,0
STU02764,8.02,79.39,88.34,0,0,3,1,1,0,Yes,0
STU02765,6.38,57.17,53.81,1,2,2,5,1,0,Yes,0
STU02766,6.2,54.08,45.15,3,11,7,0,0,0,No,0
STU02767,4.91,36.08,53.42,1,1,2,2,2,0,No,0
STU02768,9.02,88.48,95.05,0,0,1,0,1,0,No,1
STU02769,7.95,84.15,80.42,1,1,2,0,2,0,No,1
STU02770,7.89,80.71,88.06,0,0,1,0,1,2,Yes,1
STU02771,8.11,93.13,81.48,0,0,1,0,2,0,No,1
STU02772,7.66,71.66,69.23,3,6,4,4,1,0,No,1
STU02773,6.72,59.31,52.4,2,5,6,5,4,0,Yes,1
STU02774,6.81,65.71,53.98,1,3,2,3,1,0,Yes,1
STU02775,6.51,61.63,57.2,0,0,0,0,5,0,No,0
STU02776,10.0,78.48,84.09,0,0,0,1,2,0,No,1
STU02777,7.64,80.96,70.87,0,0,1,0,1,0,No,0
STU02778,6.47,61.02,55.89,1,1,3,6,3,0,Yes,1
STU02779,7.54,63.2,78.06,0,0,2,1,2,0,No,0
STU02780,5.84,51.45,45.87,1,1,6,2,0,0,Yes,1
STU02781,8.73,82.11,79.67,2,3,6,0,3,0,No,0
STU02782,6.24,53.8,50.63,2,3,5,3,4,2,Yes,1
STU02783,7.58,68.43,78.99,0,0,0,3,3,1,Yes,1
STU02784,8.23,86.03,80.11,1,2,3,2,0,0,No,1
STU02785,7.44,85.1,73.21,2,4,2,1,0,2,No,0
STU02786,7.11,71.18,75.9,3,6,4,2,2,0,Yes,1
STU02787,7.01,55.11,82.13,1,3,2,3,1,0,Yes,0
STU02788,6.94,68.52,67.65,0,0,1,1,2,0,No,0
STU02789,6.34,56.57,57.98,1,3,1,7,3,2,Yes,1
STU02790,6.48,53.21,49.71,1,2,2,2,2,0,Yes,0
STU02791,8.7,88.94,86.03,0,0,0,1,1,0,No,1
STU02792,6.88,71.1,63.19,2,4,4,3,1,0,No,1
STU02793,6.1,50.77,57.14,1,1,2,1,2,0,Yes,1
STU02794,6.41,48.88,53.39,2,5,3,0,1,1,No,1
STU02795,8.27,71.84,82.12,0,0,0,1,2,1,Yes,0
STU02796,7.78,75.06,79.68,2,6,5,2,4,0,No,0
STU02797,7.64,76.48,85.81,1,2,1,3,5,1,Yes,1
STU02798,6.7,59.96,69.44,0,0,1,5,2,0,Yes,0
STU02799,7.66,73.54,82.23,2,5,6,1,3,2,Yes,1
STU02800,6.26,60.17,58.13,2,4,5,2,1,0,No,0
STU02801,6.7,65.79,57.43,1,2,3,1,1,0,No,1
STU02802,8.12,83.74,83.9,3,11,4,0,1,0,Yes,1
STU02803,8.01,86.51,73.98,2,4,4,0,2,0,No,1
STU02804,5.87,48.56,48.26,1,3,3,3,1,0,No,0
STU02805,6.02,47.3,61.54,0,0,2,0,1,0,No,0
STU02806,7.13,66.73,70.09,1,2,2,4,1,0,No,1
STU02807,8.99,84.47,86.38,1,3,2,3,2,0,No,1
STU02808,4.8,35.0,45.34,1,3,3,2,1,1,Yes,0
STU02809,7.32,69.52,69.23,0,0,2,4,1,0,Yes,1
STU02810,5.42,55.55,35.0,2,3,2,1,3,3,No,0
STU02811,6.27,61.67,46.28,2,4,3,6,5,1,Yes,1
STU02812,6.58,64.35,61.91,2,6,8,2,2,1,No,1
STU02813,6.52,61.06,51.74,2,3,0,1,2,0,Yes,0
STU02814,6.39,67.17,54.83,0,0,1,6,1,2,Yes,0
STU02815,7.01,61.61,57.61,1,2,2,0,1,0,No,1
STU02816,6.38,52.66,51.14,2,3,2,0,2,0,No,1
STU02817,5.32,55.05,45.27,1,2,3,2,2,0,Yes,1
STU02818,7.9,80.6,82.98,1,2,0,2,1,2,Yes,1
STU02819,7.87,76.02,83.8,0,0,0,1,2,2,No,1
STU02820,7.97,84.53,73.81,1,2,2,0,0,0,Yes,1
STU02821,5.23,45.25,46.72,0,0,0,3,3,0,No,0
STU02822,7.34,68.08,61.55,0,0,1,5,0,0,Yes,1
STU02823,7.78,73.86,76.39,1,3,0,0,1,0,Yes,0
STU02824,5.81,53.86,54.65,1,1,1,1,3,0,No,0
STU02825,7.01,69.27,64.63,0,0,1,1,1,0,Yes,1
STU02826,6.87,74.79,70.58,1,3,2,2,3,0,Yes,1
STU02827,9.12,86.74,90.5,2,3,3,3,2,0,No,1
STU02828,9.21,86.89,87.18,0,0,2,2,4,0,Yes,1
STU02829,5.09,55.85,42.71,1,2,3,6,1,0,Yes,0
STU02830,9.87,95.61,83.49,2,5,5,5,2,0,Yes,1
STU02831,5.95,54.06,41.44,3,12,4,1,3,1,No,0
STU02832,8.13,73.3,71.89,1,3,5,0,1,0,No,1
STU02833,8.12,77.69,85.53,2,6,6,2,4,0,Yes,1
STU02834,5.85,46.0,58.4,0,0,3,5,1,0,Yes,0
STU02835,7.57,76.57,66.86,2,5,4,1,2,0,Yes,1
STU02836,6.88,62.79,63.25,3,10,4,6,0,0,Yes,1
STU02837,7.64,86.92,64.86,0,0,1,1,3,0,No,1
STU02838,7.27,62.53,63.1,0,0,3,1,3,0,No,1
STU02839,8.38,77.8,83.33,0,0,1,3,1,0,Yes,1
STU02840,7.09,70.73,63.15,1,2,1,1,3,1,No,0
STU02841,6.81,67.95,50.32,0,0,1,1,3,0,Yes,1
STU02842,8.26,68.35,91.18,1,2,5,2,2,3,No,1
STU02843,7.67,67.34,74.46,1,3,3,1,2,0,Yes,0
STU02844,7.84,78.18,70.13,2,5,3,0,2,0,No,1
STU02845,6.24,64.59,54.23,2,5,3,2,1,0,Yes,0
STU02846,5.8,63.08,48.26,1,3,2,3,1,0,Yes,1
STU02847,6.35,55.36,57.38,2,4,4,4,1,0,No,1
STU02848,6.29,56.08,52.07,1,1,7,2,1,0,Yes,0
STU02849,7.9,75.5,79.41,1,1,0,0,2,1,No,0
STU02850,8.12,86.42,85.28,1,2,2,1,3,1,Yes,1
STU02851,6.82,74.24,54.16,2,6,10,2,1,0,No,1
STU02852,8.65,94.03,79.33,0,0,1,2,4,0,Yes,1
STU02853,8.57,85.87,88.08,2,4,2,2,1,0,No,1
STU02854,7.28,67.16,65.88,0,0,1,6,1,0,Yes,1
STU02855,6.05,54.33,50.79,1,3,1,4,1,0,Yes,1
STU02856,8.81,95.61,81.5,3,7,6,1,0,0,No,1
STU02857,6.93,64.29,61.24,1,1,2,1,2,0,No,0
STU02858,7.15,59.22,64.16,2,6,3,3,1,0,No,1
STU02859,6.61,59.45,51.06,2,6,6,3,3,1,Yes,1
STU02860,5.98,51.85,53.28,1,1,1,4,1,0,Yes,1
STU02861,5.31,37.34,51.64,0,0,3,1,3,0,No,0
STU02862,7.73,79.87,74.42,0,0,0,2,3,0,Yes,0
STU02863,6.1,57.86,57.52,2,4,6,2,5,2,No,0
STU02864,10.0,100.0,83.95,1,3,3,1,2,0,No,1
STU02865,5.75,43.34,45.04,1,2,5,2,2,0,Yes,0
STU02866,5.55,54.22,49.3,0,0,1,0,2,0,No,0
STU02867,7.59,82.39,76.15,0,0,0,3,1,0,Yes,0
STU02868,8.76,90.2,83.41,1,2,2,0,1,0,No,1
STU02869,7.07,63.01,70.11,0,0,2,3,1,0,Yes,1
STU02870,7.66,71.22,66.89,0,0,3,1,1,0,Yes,1
STU02871,4.88,47.05,41.64,2,4,3,4,2,0,Yes,1
STU02872,6.22,56.81,59.05,0,0,0,4,3,0,No,0
STU02873,5.77,48.12,54.25,1,1,7,2,3,0,No,1
STU02874,4.82,54.0,48.27,0,0,0,3,2,0,Yes,0
STU02875,7.13,67.59,73.11,1,3,5,2,2,0,No,1
STU02876,4.42,35.0,40.33,1,2,7,0,1,0,No,0
STU02877,5.48,47.99,36.11,0,0,0,0,0,0,Yes,0
STU02878,6.38,61.29,53.86,1,2,0,2,2,0,Yes,0
STU02879,6.04,56.19,54.95,1,1,4,3,4,0,Yes,0
STU02880,7.46,76.74,76.54,2,5,1,1,2,0,No,1
STU02881,7.35,82.2,67.08,0,0,1,1,2,1,Yes,1
STU02882,8.03,75.1,72.98,2,4,7,0,3,0,No,1
STU02883,7.87,77.49,71.83,1,1,4,5,2,0,No,1
STU02884,8.31,93.58,78.04,0,0,1,3,4,0,No,0
STU02885,7.0,56.0,53.42,0,0,1,5,1,0,Yes,0
STU02886,7.35,72.86,67.02,2,6,5,1,1,0,No,1
STU02887,7.59,83.98,73.89,0,0,2,6,1,1,Yes,0
STU02888,7.16,77.69,66.82,2,3,1,2,2,0,Yes,1
STU02889,6.54,64.62,55.68,3,10,7,3,5,3,No,0
STU02890,6.62,65.86,54.62,2,5,7,2,2,0,Yes,1
STU02891,6.06,48.09,47.9,1,1,8,2,5,0,No,0
STU02892,7.48,83.43,68.86,0,0,2,0,2,0,Yes,1
STU02893,6.89,58.9,67.34,0,0,2,4,3,0,Yes,0
STU02894,6.24,49.62,53.46,0,0,2,4,2,0,Yes,0
STU02895,6.24,58.82,72.49,1,1,2,0,2,0,No,0
STU02896,5.61,47.25,45.22,1,2,2,2,3,0,Yes,1
STU02897,8.13,83.88,82.27,1,1,3,6,2,1,Yes,1
STU02898,7.09,71.92,64.47,2,6,4,1,1,0,Yes,1
STU02899,6.01,64.46,48.79,0,0,0,1,4,0,No,0
STU02900,7.93,83.41,87.19,0,0,2,0,1,0,No,0
STU02901,6.36,54.29,60.98,1,3,2,5,3,0,Yes,1
STU02902,5.38,52.75,35.16,2,4,3,3,3,0,Yes,0
STU02903,8.17,78.07,73.93,2,6,2,1,3,0,No,1
STU02904,6.38,63.89,54.6,3,12,6,1,2,1,Yes,1
STU02905,6.53,60.88,54.39,2,6,4,2,2,1,Yes,1
STU02906,7.05,71.05,56.6,3,7,7,2,2,0,No,1
STU02907,8.31,73.63,82.01,2,6,4,0,0,1,No,1
STU02908,7.02,54.78,54.02,1,1,4,0,2,0,No,1
STU02909,5.62,41.27,48.04,1,1,5,1,2,1,No,0
STU02910,7.63,87.57,78.47,0,0,0,4,4,0,Yes,0
STU02911,6.44,52.32,61.44,2,3,3,3,1,0,No,0
